Time (h),OD 600,Product (kg),Time (h).1,DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h).2,Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,16.75,20.81,1.6,1.32,31.16,73.56,9.6,35.25,385.54,0.23,82.32,,,,,,
,,,16.77,25.24,1.4,0.99,31.4,71.52,5.57,34.81,333.37,0.28,65.91,,,,,,
,,,16.78,17.99,1.57,1.24,23.96,63.22,6.35,29.02,313.7,0.28,66.33,,,,,,
,,,16.8,15.36,1.28,1.14,39.28,87.24,5.81,35.78,380.32,0.28,65.58,,,,,,
,,,16.82,22.52,0.97,0.99,36.64,51.18,7.78,31.5,318.41,0.28,70.12,,,,,,
,,,16.83,17.09,1.67,1.3,30.24,63.42,5.66,42.98,313.18,0.3,57.95,,,,,,
,,,16.85,22.58,1.46,0.81,49.26,56.54,7.01,33.14,360.98,0.32,95.51,,,,,,
,,,16.87,16.04,1.1,1.11,29.64,44.96,7.04,39.91,368.82,0.31,71.37,,,,,,
,,,16.88,22.31,1.47,1.28,32.73,51.26,6.79,48.26,332.64,0.3,68.92,,,,,,
,,,16.9,18.89,1.36,0.99,28.49,61.91,6.71,31.38,412.35,0.34,52.96,,,,,,
,,,16.92,29.68,1.74,1.12,37.48,69.09,7.55,41.09,289.92,0.26,80.36,,,,,,
,,,16.93,17.68,1.51,1.38,41.57,58.23,4.68,37.97,394.3,0.28,69.99,,,,,,
,,,16.95,16.12,1.61,0.98,37.57,96.72,7.8,37.34,269.53,0.33,73.93,,,,,,
,,,16.97,20.03,1.4,1.3,29.28,73.67,7.25,39.5,322.67,0.32,81.76,,,,,,
,,,16.98,22.99,1.09,0.93,32.72,52.73,7.97,32.21,426.7,0.28,72.34,,,,,,
,,,17.0,22.75,1.94,1.25,32.7,74.63,9.46,38.06,342.97,0.3,57.84,,,,,,
,,,17.02,17.78,1.32,1.14,42.78,62.2,6.33,38.35,486.71,0.36,81.13,,,,,,
,,,17.03,22.52,1.47,1.12,36.12,54.16,7.91,32.73,315.66,0.26,77.06,,,,,,
,,,17.05,18.95,1.64,1.11,25.32,65.19,6.94,34.55,348.89,0.24,58.42,,,,,,
,,,17.07,19.37,1.54,1.18,36.94,81.77,7.05,39.36,384.44,0.34,77.88,,,,,,
,,,17.08,18.66,1.5,1.82,42.31,70.82,6.17,39.92,439.64,0.3,72.37,,,,,,
,,,17.1,14.52,2.02,1.11,38.98,56.48,8.45,39.0,343.68,0.27,75.4,,,,,,
,,,17.12,26.01,1.7,1.45,44.6,54.75,6.23,42.72,360.81,0.25,72.26,,,,,,
,,,17.13,26.39,1.62,1.03,41.15,63.04,7.01,35.37,331.32,0.32,78.48,,,,,,
,,,17.15,19.26,1.45,1.23,41.94,56.46,5.99,39.39,458.76,0.31,61.22,,,,,,
,,,17.17,23.26,1.27,1.36,35.96,60.65,6.81,45.16,449.08,0.28,72.9,,,,,,
,,,17.18,23.52,1.53,1.36,37.05,55.22,8.48,36.85,383.89,0.31,65.8,,,,,,
,,,17.2,18.13,1.55,1.61,39.47,68.2,5.52,37.36,343.63,0.3,89.82,,,,,,
,,,17.22,19.15,1.32,1.04,39.78,68.87,6.98,40.5,318.18,0.31,72.36,,,,,,
,,,17.23,20.61,1.55,1.54,38.83,60.88,7.75,40.23,361.3,0.28,64.39,,,,,,
,,,17.25,21.54,1.9,1.05,43.92,68.57,7.1,36.55,356.31,0.25,64.96,,,,,,
,,,17.27,19.94,1.6,1.47,32.59,89.11,8.36,45.79,403.01,0.31,81.47,,,,,,
,,,17.28,15.51,1.32,1.34,37.7,54.5,6.34,29.91,259.8,0.31,83.55,,,,,,
,,,17.3,19.35,1.66,1.32,29.34,56.48,6.82,41.22,299.61,0.24,84.84,,,,,,
,,,17.32,20.09,1.7,1.44,47.3,58.38,7.82,30.92,419.9,0.23,63.35,,,,,,
,,,17.33,22.98,1.96,1.52,42.8,59.19,9.11,42.75,363.93,0.29,76.97,,,,,,
,,,17.35,17.46,1.66,1.21,44.92,65.31,8.44,35.64,259.53,0.39,48.31,,,,,,
,,,17.37,18.68,1.83,1.06,36.52,61.45,5.85,39.92,319.71,0.35,55.92,,,,,,
,,,17.38,15.95,1.55,1.08,32.38,61.33,6.14,33.27,407.86,0.28,71.15,,,,,,
,,,17.4,21.2,1.68,1.54,35.11,59.84,6.61,23.86,343.41,0.25,73.51,,,,,,
,,,17.42,23.14,1.76,1.38,32.86,56.85,6.59,34.23,392.62,0.3,69.83,,,,,,
,,,17.43,19.89,1.57,1.34,42.71,58.54,6.75,30.47,312.36,0.29,65.41,,,,,,
,,,17.45,22.92,1.49,1.52,35.25,71.86,6.84,41.82,374.22,0.25,78.7,,,,,,
,,,17.47,20.56,1.71,1.62,51.92,66.66,7.23,36.18,388.73,0.25,74.35,,,,,,
,,,17.48,20.25,1.46,1.42,55.86,52.99,5.88,36.79,382.67,0.27,53.16,,,,,,
,,,17.5,21.25,1.79,1.48,36.82,59.11,8.36,39.93,394.06,0.26,52.02,,,,,,
,,,17.52,18.02,1.99,1.37,46.76,57.26,5.61,44.67,280.57,0.24,77.12,,,,,,
,,,17.53,21.54,1.92,1.41,33.76,64.07,7.73,48.46,349.8,0.34,61.05,,,,,,
,,,17.55,13.26,1.63,1.23,40.91,76.92,6.5,38.42,388.2,0.32,70.72,,,,,,
,,,17.57,12.62,1.68,1.37,35.48,63.86,7.23,36.51,374.95,0.34,83.52,,,,,,
,,,17.58,14.75,1.26,1.3,41.19,52.44,7.4,32.72,514.48,0.38,67.17,,,,,,
,,,17.6,14.5,1.97,1.68,49.67,50.27,6.13,32.31,417.28,0.27,71.67,,,,,,
,,,17.62,19.86,1.45,1.64,51.38,61.08,6.89,41.16,368.76,0.29,54.24,,,,,,
,,,17.63,15.91,1.84,1.44,49.88,49.41,5.8,47.5,333.87,0.35,77.78,,,,,,
,,,17.65,15.88,1.85,1.33,44.05,59.6,8.17,38.09,284.75,0.33,78.36,,,,,,
,,,17.67,18.27,1.89,1.4,45.27,51.84,7.63,41.8,314.33,0.33,61.31,,,,,,
,,,17.68,12.68,1.57,1.07,34.05,64.8,7.84,32.8,326.26,0.33,62.17,,,,,,
,,,17.7,20.99,1.81,1.35,42.02,76.73,6.68,31.98,318.92,0.32,71.55,,,,,,
,,,17.72,16.25,1.26,1.42,38.26,68.83,5.57,36.69,377.1,0.3,79.51,,,,,,
,,,17.73,25.42,1.53,1.6,40.24,60.9,6.8,42.88,319.45,0.35,72.14,,,,,,
,,,17.75,16.84,1.64,1.35,45.54,76.3,7.58,37.3,401.59,0.25,68.51,,,,,,
,,,17.77,18.58,1.35,1.3,35.48,78.82,5.64,28.99,313.02,0.3,81.92,,,,,,
,,,17.78,16.99,1.8,1.79,40.52,70.63,5.85,37.31,349.85,0.29,65.66,,,,,,
,,,17.8,17.11,1.68,1.45,43.39,84.48,5.6,36.84,392.95,0.25,49.8,,,,,,
,,,17.82,15.66,1.88,1.51,41.09,67.43,6.64,35.14,459.54,0.32,69.22,,,,,,
,,,17.83,23.73,1.75,1.46,47.93,75.38,5.06,39.77,334.08,0.32,66.66,,,,,,
,,,17.85,18.81,1.47,1.74,34.96,74.43,6.23,29.81,360.49,0.31,79.78,,,,,,
,,,17.87,16.64,2.07,1.51,45.56,48.98,6.64,40.11,267.29,0.33,77.4,,,,,,
,,,17.88,16.34,1.66,1.5,57.86,62.02,6.35,33.95,461.24,0.35,78.53,,,,,,
,,,17.9,15.65,1.55,1.97,53.78,77.75,7.81,46.54,415.82,0.39,75.5,,,,,,
,,,17.92,19.14,1.26,1.35,59.97,69.69,6.85,29.68,368.74,0.3,51.21,,,,,,
,,,17.93,18.04,1.88,1.58,44.48,61.58,8.09,36.81,338.09,0.31,65.27,,,,,,
,,,17.95,21.68,1.47,1.52,60.98,77.73,7.3,43.02,344.72,0.39,62.46,,,,,,
,,,17.97,16.84,2.19,1.57,32.42,67.85,6.68,26.69,360.29,0.3,72.41,,,,,,
,,,17.98,19.96,1.38,1.78,58.38,72.42,9.01,36.33,297.14,0.34,66.09,,,,,,
,,,18.0,27.13,1.74,1.69,54.8,90.09,6.08,41.74,432.61,0.3,66.16,,,,,,
,,,18.02,19.61,1.76,1.37,48.46,75.64,7.38,39.97,399.02,0.29,60.81,,,,,,
,,,18.03,13.57,1.59,1.47,45.99,69.12,6.76,48.7,400.05,0.37,66.15,,,,,,
,,,18.05,18.99,1.57,1.67,31.08,69.42,7.46,40.2,399.55,0.33,64.55,,,,,,
,,,18.07,18.7,1.72,1.87,56.44,70.27,6.67,40.91,353.69,0.3,71.86,,,,,,
,,,18.08,9.73,1.76,1.76,53.44,59.0,6.97,41.41,280.16,0.36,68.46,,,,,,
,,,18.1,16.57,1.87,1.55,50.31,45.68,8.12,37.18,380.56,0.37,64.58,,,,,,
,,,18.12,24.59,1.51,1.69,47.26,70.57,8.09,44.05,413.81,0.35,66.51,,,,,,
,,,18.13,24.37,1.5,2.15,46.32,69.88,8.03,36.65,339.12,0.27,101.97,,,,,,
,,,18.15,18.12,1.86,2.44,39.63,67.12,7.33,35.12,419.16,0.36,78.2,,,,,,
,,,18.17,24.97,1.77,1.67,47.9,69.88,8.62,41.78,395.06,0.42,79.08,,,,,,
,,,18.18,19.94,1.28,1.66,66.7,53.97,6.97,42.37,455.35,0.34,55.73,,,,,,
,,,18.2,16.08,2.09,1.4,45.8,59.47,6.21,28.25,403.79,0.26,75.59,,,,,,
,,,18.22,16.87,1.88,1.3,48.44,75.75,7.74,40.82,356.45,0.4,63.56,,,,,,
,,,18.23,17.73,1.95,1.66,57.73,59.18,7.01,33.27,310.55,0.31,79.38,,,,,,
,,,18.25,14.85,1.56,1.84,49.43,55.88,8.08,35.58,427.03,0.38,54.89,,,,,,
,,,18.27,18.07,1.57,1.67,54.46,76.26,6.15,31.17,454.57,0.38,75.69,,,,,,
,,,18.28,18.58,1.49,1.66,42.14,74.24,7.4,38.62,405.45,0.39,57.47,,,,,,
,,,18.3,19.47,1.55,1.82,52.24,72.13,6.27,45.87,430.13,0.29,68.15,,,,,,
,,,18.32,24.12,1.34,1.4,51.5,52.25,7.58,42.47,425.04,0.28,77.87,,,,,,
,,,18.33,22.62,1.37,2.1,51.69,72.13,7.43,34.85,458.32,0.32,61.74,,,,,,
,,,18.35,19.57,2.1,1.69,57.95,78.09,6.57,32.31,328.67,0.33,58.91,,,,,,
,,,18.37,17.27,1.46,1.88,56.56,79.2,6.53,39.13,353.1,0.41,72.2,,,,,,
,,,18.38,18.28,1.94,2.02,55.56,64.49,7.25,44.35,397.35,0.32,76.7,,,,,,
,,,18.4,20.58,1.69,1.95,39.47,92.32,5.13,38.49,473.46,0.33,83.65,,,,,,
,,,18.42,20.29,1.69,1.78,54.21,39.68,6.76,33.57,446.88,0.27,66.01,,,,,,
,,,18.43,19.57,1.96,1.45,52.43,58.25,6.89,38.77,485.85,0.35,65.17,,,,,,
,,,18.45,19.98,1.94,1.78,44.16,68.52,5.66,36.14,401.15,0.31,89.55,,,,,,
,,,18.47,22.79,1.87,1.49,58.67,60.56,7.28,47.15,417.52,0.35,65.4,,,,,,
,,,18.48,20.55,1.72,2.1,31.76,74.25,6.15,45.92,420.18,0.35,70.06,,,,,,
,,,18.5,18.45,1.64,1.46,47.58,80.58,6.78,32.44,346.74,0.29,78.37,,,,,,
,,,18.52,16.91,2.08,1.55,62.23,89.69,7.06,31.06,327.49,0.41,69.37,,,,,,
,,,18.53,22.99,1.84,1.9,50.87,55.3,6.66,35.2,426.77,0.33,74.14,,,,,,
,,,18.55,17.12,1.52,1.98,42.36,72.61,6.71,35.45,414.81,0.38,62.42,,,,,,
,,,18.57,15.77,1.85,1.68,57.73,64.6,7.05,30.53,350.64,0.29,63.43,,,,,,
,,,18.58,21.88,1.96,1.54,53.68,81.38,6.05,31.42,492.6,0.29,78.51,,,,,,
,,,18.6,16.06,1.74,1.85,42.56,63.02,7.97,41.22,452.72,0.37,70.67,,,,,,
,,,18.62,13.13,2.03,1.84,40.31,70.08,6.19,41.6,358.87,0.36,65.26,,,,,,
,,,18.63,13.8,1.65,2.06,62.92,69.06,6.55,36.37,388.1,0.28,83.29,,,,,,
,,,18.65,16.65,1.91,1.62,65.7,76.18,5.98,34.39,492.56,0.34,82.49,,,,,,
,,,18.67,15.75,1.9,1.89,61.48,55.81,7.97,45.3,381.22,0.3,65.73,,,,,,
,,,18.68,18.4,1.65,1.51,50.49,65.74,3.74,36.6,302.18,0.29,79.69,,,,,,
,,,18.7,16.31,1.58,1.8,54.99,41.56,7.22,44.63,367.29,0.32,69.91,,,,,,
,,,18.72,20.09,2.25,1.97,57.68,67.06,6.09,36.82,370.18,0.38,62.76,,,,,,
,,,18.73,18.5,1.7,1.75,39.22,61.25,8.34,34.23,455.66,0.44,66.68,,,,,,
,,,18.75,20.62,1.82,2.27,48.66,60.17,6.75,36.89,399.54,0.31,72.63,,,,,,
,,,18.77,16.47,2.13,1.64,60.23,87.53,6.39,38.37,570.61,0.36,74.66,,,,,,
,,,18.78,17.47,2.58,1.88,60.64,72.12,8.4,39.19,520.9,0.38,66.45,,,,,,
,,,18.8,18.5,1.62,1.88,52.12,75.58,5.53,39.27,408.7,0.28,79.14,,,,,,
,,,18.82,16.71,1.96,2.35,45.14,74.31,7.64,25.98,327.16,0.33,66.18,,,,,,
,,,18.83,14.68,2.06,1.72,50.39,66.18,8.64,30.3,384.27,0.28,67.94,,,,,,
,,,18.85,15.3,1.92,1.73,50.92,57.42,7.62,45.17,306.94,0.37,65.95,,,,,,
,,,18.87,15.48,1.95,1.8,51.35,50.95,9.86,30.61,400.44,0.3,60.6,,,,,,
,,,18.88,18.97,1.82,2.0,48.32,67.8,6.18,35.94,347.26,0.44,67.38,,,,,,
,,,18.9,18.33,1.96,1.76,46.92,71.9,7.29,33.77,337.92,0.32,78.5,,,,,,
,,,18.92,19.68,1.97,1.79,46.34,77.32,6.52,44.99,420.35,0.4,69.26,,,,,,
,,,18.93,24.93,1.52,1.91,66.69,64.7,9.78,33.7,401.65,0.27,88.45,,,,,,
,,,18.95,18.84,2.03,1.44,51.38,66.54,6.6,40.34,448.8,0.38,66.47,,,,,,
,,,18.97,14.33,1.76,2.3,71.43,57.21,6.98,33.23,338.38,0.43,75.58,,,,,,
,,,18.98,20.01,1.87,2.17,65.32,56.48,7.49,48.85,401.36,0.29,77.39,,,,,,
,,,19.0,20.7,1.83,1.65,50.86,72.93,6.51,31.91,345.49,0.43,87.34,,,,,,
,,,19.02,19.56,1.82,2.15,71.95,81.39,7.84,46.44,390.89,0.3,82.13,,,,,,
,,,19.03,22.07,1.87,1.89,50.98,56.28,7.28,43.33,416.99,0.4,63.48,,,,,,
,,,19.05,18.4,1.98,2.14,66.03,72.78,8.27,42.47,507.17,0.33,61.9,,,,,,
,,,19.07,16.11,1.95,1.97,60.74,65.14,7.84,37.9,380.79,0.39,86.73,,,,,,
,,,19.08,16.56,2.04,1.77,50.93,67.39,7.4,35.54,402.4,0.36,76.75,,,,,,
,,,19.1,18.2,2.02,1.95,65.05,60.68,6.24,32.09,319.1,0.4,70.12,,,,,,
,,,19.12,21.56,1.79,1.92,65.03,56.84,7.58,40.63,295.25,0.37,77.82,,,,,,
,,,19.13,17.71,2.04,2.1,50.55,64.32,6.1,45.33,466.84,0.32,72.95,,,,,,
,,,19.15,19.56,2.17,1.94,65.94,75.2,8.11,44.0,505.79,0.36,63.88,,,,,,
,,,19.17,18.23,1.7,2.36,68.39,59.49,8.08,42.78,436.96,0.53,63.43,,,,,,
,,,19.18,14.1,1.94,2.01,72.2,65.54,6.37,46.72,356.81,0.37,57.22,,,,,,
,,,19.2,15.33,1.8,1.95,55.65,59.73,4.61,39.05,407.88,0.45,49.04,,,,,,
,,,19.22,17.98,2.23,1.91,64.61,53.91,6.82,36.5,416.26,0.37,59.74,,,,,,
,,,19.23,15.86,2.75,2.3,86.12,63.62,6.16,45.95,468.34,0.38,90.19,,,,,,
,,,19.25,17.63,1.87,2.05,55.95,64.82,8.23,35.34,345.03,0.39,57.84,,,,,,
,,,19.27,18.08,1.98,2.02,52.73,66.61,7.06,32.43,517.97,0.38,93.2,,,,,,
,,,19.28,19.07,2.21,1.79,67.02,62.18,6.95,33.53,484.11,0.43,71.04,,,,,,
,,,19.3,15.8,1.76,1.65,66.16,81.22,5.07,36.28,418.21,0.36,69.5,,,,,,
,,,19.32,15.89,1.74,2.23,63.8,55.64,7.69,37.96,362.67,0.38,81.53,,,,,,
,,,19.33,19.3,2.05,2.13,60.89,66.66,6.96,40.63,388.5,0.47,80.03,,,,,,
,,,19.35,13.64,2.06,2.04,71.32,58.64,8.09,44.71,469.35,0.35,82.75,,,,,,
,,,19.37,19.83,1.87,1.81,58.6,51.59,7.85,42.84,421.56,0.37,90.83,,,,,,
,,,19.38,17.26,1.86,2.08,50.32,64.84,6.51,40.54,407.28,0.37,66.82,,,,,,
,,,19.4,23.31,2.43,2.08,64.13,72.96,5.91,31.53,350.02,0.41,91.04,,,,,,
,,,19.42,17.19,2.0,1.98,69.14,66.47,6.0,44.41,520.32,0.37,81.51,,,,,,
,,,19.43,18.27,2.04,1.96,74.61,78.57,6.64,28.42,474.47,0.28,75.06,,,,,,
,,,19.45,20.49,2.06,2.33,64.51,55.14,5.52,36.31,378.08,0.52,66.57,,,,,,
,,,19.47,19.39,1.89,2.69,63.44,73.27,7.42,32.12,592.68,0.35,70.53,,,,,,
,,,19.48,16.32,2.23,1.84,67.13,64.49,5.3,44.01,413.91,0.31,77.21,,,,,,
,,,19.5,17.44,1.83,2.77,64.85,57.09,4.39,37.3,374.93,0.48,62.87,,,,,,
,,,19.52,21.38,1.7,1.41,63.89,50.76,5.44,40.5,407.36,0.39,73.29,,,,,,
,,,19.53,19.0,2.4,2.16,66.02,73.55,7.78,39.85,323.34,0.36,83.96,,,,,,
,,,19.55,20.32,2.16,2.81,53.49,48.5,7.87,43.66,380.54,0.42,66.5,,,,,,
,,,19.57,22.17,2.4,2.06,60.92,72.68,7.44,34.67,417.98,0.39,80.52,,,,,,
,,,19.58,19.44,1.78,1.45,58.01,67.69,7.85,39.71,362.6,0.53,75.96,,,,,,
,,,19.6,18.17,1.53,2.94,52.71,74.09,7.94,39.01,368.89,0.47,58.2,,,,,,
,,,19.62,16.84,1.59,2.41,88.9,59.54,9.48,29.93,399.3,0.43,65.45,,,,,,
,,,19.63,17.27,1.91,1.74,65.18,69.9,7.81,43.97,439.85,0.34,59.78,,,,,,
,,,19.65,19.81,2.07,2.12,69.34,72.69,7.91,42.4,428.49,0.47,72.23,,,,,,
,,,19.67,14.9,1.83,2.1,71.12,57.35,7.85,42.44,468.71,0.37,74.58,,,,,,
,,,19.68,18.32,2.04,1.93,56.96,67.22,5.67,40.62,434.83,0.27,74.46,,,,,,
,,,19.7,17.53,1.85,1.95,64.56,69.42,6.93,42.88,679.37,0.36,75.48,,,,,,
,,,19.72,19.61,2.52,2.39,79.39,68.73,6.58,33.86,395.03,0.28,69.15,,,,,,
,,,19.73,15.22,2.03,1.94,63.11,52.49,7.77,40.88,419.29,0.44,85.89,,,,,,
,,,19.75,14.36,1.95,1.98,54.76,82.85,6.09,36.91,409.42,0.43,61.17,,,,,,
,,,19.77,18.5,2.29,1.81,63.58,74.74,6.57,44.8,436.44,0.39,79.65,,,,,,
,,,19.78,21.95,1.79,2.03,56.04,58.18,6.6,34.96,440.09,0.39,63.77,,,,,,
,,,19.8,18.6,1.84,2.17,79.58,79.92,4.56,44.9,408.69,0.39,56.1,,,,,,
,,,19.82,16.28,2.23,2.18,71.67,92.4,6.78,38.0,468.82,0.46,54.31,,,,,,
,,,19.83,22.99,2.26,1.92,65.25,78.06,7.42,36.48,490.38,0.44,74.69,,,,,,
,,,19.85,16.13,2.12,2.1,61.92,62.67,6.92,26.88,320.39,0.51,65.47,,,,,,
,,,19.87,25.09,1.9,2.28,75.01,66.77,6.81,42.93,392.57,0.43,74.36,,,,,,
,,,19.88,14.83,1.75,2.59,85.41,72.72,7.24,36.66,342.65,0.36,58.6,,,,,,
,,,19.9,19.64,1.64,2.42,87.0,52.78,7.57,44.61,429.45,0.49,67.52,,,,,,
,,,19.92,17.73,1.92,1.89,67.07,63.62,6.49,37.27,447.69,0.5,61.47,,,,,,
,,,19.93,18.55,1.55,2.04,58.17,75.41,9.01,46.09,301.26,0.49,70.89,,,,,,
,,,19.95,22.46,1.55,2.15,63.63,54.84,6.9,41.83,438.68,0.39,69.98,,,,,,
,,,19.97,17.62,2.21,2.4,61.5,63.13,8.03,31.41,389.64,0.27,80.2,,,,,,
,,,19.98,19.5,1.83,2.55,63.46,66.77,6.13,28.17,405.84,0.49,61.04,,,,,,
,,,20.0,20.75,2.06,2.41,62.66,58.11,5.5,32.25,364.83,0.44,69.83,,,,,,
,,,20.02,16.87,1.93,2.18,62.19,62.3,6.42,35.84,385.7,0.32,57.66,,,,,,
,,,20.03,16.89,2.56,2.16,94.41,60.13,6.98,40.13,353.03,0.37,58.24,,,,,,
,,,20.05,19.76,1.86,2.58,69.82,60.16,8.33,37.54,398.88,0.42,74.07,,,,,,
,,,20.07,21.05,1.39,1.76,64.49,82.33,7.83,42.59,361.09,0.42,65.93,,,,,,
,,,20.08,15.41,1.96,2.67,71.91,57.93,7.16,33.12,364.08,0.43,62.63,,,,,,
,,,20.1,18.16,1.8,2.32,71.87,58.21,6.92,32.16,524.5,0.42,69.71,,,,,,
,,,20.12,19.26,1.82,2.8,80.38,76.63,6.84,46.2,440.65,0.36,73.29,,,,,,
,,,20.13,17.24,2.09,2.3,76.95,45.91,6.52,30.81,491.36,0.4,60.4,,,,,,
,,,20.15,17.25,2.02,2.54,63.21,65.2,5.99,32.34,497.89,0.39,78.43,,,,,,
,,,20.17,19.18,2.38,2.11,73.69,67.48,7.08,40.59,373.4,0.41,66.91,,,,,,
,,,20.18,20.78,2.0,2.52,92.01,79.76,8.46,35.47,519.31,0.44,76.96,,,,,,
,,,20.2,15.21,2.24,1.99,84.44,83.16,8.73,37.7,552.28,0.43,61.07,,,,,,
,,,20.22,18.96,1.89,2.3,61.55,69.54,8.31,32.35,424.56,0.39,68.2,,,,,,
,,,20.23,16.29,2.06,2.65,57.73,73.27,5.54,42.17,555.92,0.52,76.13,,,,,,
,,,20.25,20.44,2.26,2.62,75.41,58.24,6.59,42.88,477.09,0.39,63.59,,,,,,
,,,20.27,26.05,1.92,2.44,88.98,63.67,8.0,40.97,448.81,0.35,73.69,,,,,,
,,,20.28,20.62,1.97,2.13,65.1,85.29,6.23,32.62,492.51,0.39,86.07,,,,,,
,,,20.3,17.49,2.29,1.77,78.03,61.23,8.22,36.89,440.72,0.51,70.41,,,,,,
,,,20.32,18.35,2.39,2.06,80.11,59.12,7.88,46.86,403.19,0.43,73.52,,,,,,
,,,20.33,16.61,2.08,2.31,92.55,67.85,5.84,40.18,481.82,0.59,74.12,,,,,,
,,,20.35,19.04,2.34,2.11,90.96,71.26,8.07,32.61,520.04,0.55,71.59,,,,,,
,,,20.37,18.82,1.69,2.46,95.31,69.16,7.16,26.64,485.72,0.43,48.48,,,,,,
,,,20.38,24.14,2.08,2.39,85.57,51.02,7.04,42.02,344.11,0.43,64.23,,,,,,
,,,20.4,14.72,1.74,2.45,85.3,64.65,5.86,29.61,455.01,0.46,74.64,,,,,,
,,,20.42,16.82,2.13,2.91,78.85,73.76,6.18,35.21,508.57,0.44,60.87,,,,,,
,,,20.43,25.54,2.06,2.21,86.22,70.33,5.82,37.53,442.28,0.5,69.83,,,,,,
,,,20.45,23.17,2.3,2.95,65.69,82.4,5.87,36.69,528.04,0.53,72.04,,,,,,
,,,20.47,17.23,2.32,3.13,78.31,85.98,7.57,29.67,477.66,0.48,59.53,,,,,,
,,,20.48,20.65,2.01,2.34,78.03,67.9,5.5,29.49,501.78,0.35,66.53,,,,,,
,,,20.5,18.23,1.99,2.08,65.75,83.14,6.1,40.65,492.66,0.67,79.41,,,,,,
,,,20.52,16.45,1.82,2.37,93.34,65.8,8.41,35.18,371.37,0.42,64.04,,,,,,
,,,20.53,14.26,1.99,2.52,84.63,59.41,7.32,38.18,467.19,0.39,76.2,,,,,,
,,,20.55,16.4,2.1,2.59,77.75,74.16,7.25,34.32,431.31,0.43,78.66,,,,,,
,,,20.57,16.0,2.36,3.22,76.93,58.82,7.61,37.44,508.36,0.47,64.38,,,,,,
,,,20.58,20.59,2.07,2.47,74.89,77.91,7.33,41.26,403.87,0.46,67.29,,,,,,
,,,20.6,20.99,2.47,2.09,97.05,55.01,7.02,37.96,331.41,0.43,80.01,,,,,,
,,,20.62,21.27,1.84,2.33,72.33,73.38,8.28,39.35,395.27,0.55,61.25,,,,,,
,,,20.63,22.24,1.43,2.43,78.75,72.67,6.45,33.19,511.43,0.47,83.46,,,,,,
,,,20.65,18.51,2.01,2.0,77.8,63.95,6.94,36.49,403.01,0.49,72.63,,,,,,
,,,20.67,21.26,2.02,2.82,74.05,64.8,7.4,27.58,539.11,0.46,66.18,,,,,,
,,,20.68,17.42,1.99,2.5,66.83,68.88,6.85,41.52,465.69,0.5,60.92,,,,,,
,,,20.7,19.62,2.64,3.03,75.8,80.9,9.41,35.82,434.4,0.36,69.53,,,,,,
,,,20.72,18.49,2.01,2.93,91.44,56.65,6.17,35.7,436.82,0.48,47.95,,,,,,
,,,20.73,21.61,1.98,2.88,82.91,80.43,6.11,45.93,452.4,0.47,65.53,,,,,,
,,,20.75,20.07,2.65,2.94,83.51,63.39,8.99,37.22,440.52,0.46,65.1,,,,,,
,,,20.77,19.37,1.88,2.41,105.5,58.06,7.39,33.66,521.75,0.41,89.27,,,,,,
,,,20.78,24.62,2.56,2.41,103.31,89.94,6.06,38.9,409.43,0.5,61.09,,,,,,
,,,20.8,24.34,2.35,2.91,55.74,68.08,8.74,35.81,472.06,0.46,58.83,,,,,,
,,,20.82,22.41,2.22,2.66,79.47,75.18,7.53,41.18,440.04,0.48,78.08,,,,,,
,,,20.83,20.2,2.2,2.96,84.36,91.96,7.07,41.35,445.51,0.46,58.26,,,,,,
,,,20.85,22.66,1.85,2.67,103.62,76.06,6.7,40.75,391.5,0.44,85.01,,,,,,
,,,20.87,24.77,2.35,2.82,84.59,76.54,7.29,40.5,416.2,0.44,69.73,,,,,,
,,,20.88,23.91,2.25,3.54,86.43,50.87,7.91,42.86,429.25,0.43,67.86,,,,,,
,,,20.9,17.63,3.14,2.56,105.25,64.67,9.74,25.44,348.66,0.49,67.21,,,,,,
,,,20.92,22.13,1.99,2.95,99.99,76.97,7.54,33.0,471.21,0.46,89.76,,,,,,
,,,20.93,21.86,2.47,2.42,69.79,61.69,7.46,37.47,498.9,0.42,62.87,,,,,,
,,,20.95,21.61,1.99,2.84,92.38,78.25,7.39,36.56,364.24,0.49,76.14,,,,,,
,,,20.97,18.91,2.48,3.06,117.36,58.36,7.08,45.52,536.75,0.41,76.32,,,,,,
,,,20.98,15.51,2.82,2.9,110.58,62.76,8.42,42.01,504.27,0.52,63.99,,,,,,
,,,21.0,24.3,2.93,2.56,83.11,45.3,8.34,30.11,432.16,0.45,53.47,,,,,,
,,,21.02,18.12,1.92,2.26,95.26,72.19,7.44,50.56,476.94,0.48,72.3,,,,,,
,,,21.03,19.31,2.12,3.11,67.37,62.75,6.2,44.52,523.3,0.4,62.54,,,,,,
,,,21.05,17.05,2.26,2.67,102.33,71.84,7.0,35.62,391.9,0.36,62.92,,,,,,
,,,21.07,21.36,1.95,2.46,100.98,79.64,7.67,35.09,436.77,0.52,86.7,,,,,,
