Time (h),OD 600,Product (kg),Time (h),DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h),Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,17.18,21.61,1.57,1.3,37.88,66.84,7.08,36.99,352.95,0.29,68.85,,,,,,
,,,17.2,20.67,1.57,1.3,38.08,66.84,6.12,37,353.35,0.29,68.85,,,,,,
,,,17.22,19.91,1.57,1.3,38.28,66.84,6.89,37,353.76,0.29,68.85,,,,,,
,,,17.23,20.01,1.57,1.3,38.48,66.84,7.09,37,354.16,0.29,68.85,,,,,,
,,,17.25,21.51,1.57,1.3,38.68,66.84,6.98,36.99,354.57,0.29,68.85,,,,,,
,,,17.27,20.25,1.57,1.3,38.87,66.84,7.09,37,354.98,0.3,68.85,,,,,,
,,,17.28,18.65,1.57,1.3,39.07,66.85,6.49,37,355.38,0.3,68.86,,,,,,
,,,17.3,21.2,1.57,1.3,39.27,66.85,6.72,37.01,355.79,0.3,68.86,,,,,,
,,,17.32,20.58,1.57,1.3,39.47,66.85,7.03,37.01,356.2,0.3,68.86,,,,,,
,,,17.33,20.6,1.57,1.3,39.67,66.85,6.87,37.01,356.6,0.3,68.86,,,,,,
,,,17.35,19.68,1.57,1.3,39.87,66.85,7.5,37.02,357.01,0.3,68.86,,,,,,
,,,17.37,19.63,1.57,1.3,40.06,66.85,6.61,37.01,357.41,0.3,68.86,,,,,,
,,,17.38,20.2,1.57,1.3,40.26,66.85,6.37,37.01,357.82,0.3,68.86,,,,,,
,,,17.4,20.39,1.62,1.39,40.46,66.85,7.05,37.01,358.23,0.3,68.86,,,,,,
,,,17.42,20.18,1.62,1.4,40.66,66.94,6.48,37.01,358.63,0.3,68.95,,,,,,
,,,17.43,20.97,1.62,1.4,40.86,66.95,7.12,37.01,359.04,0.3,68.96,,,,,,
,,,17.45,20.39,1.62,1.4,41.06,66.95,6.85,37,359.45,0.3,68.96,,,,,,
,,,17.47,20.39,1.62,1.4,41.25,66.95,6.86,37,359.85,0.3,68.96,,,,,,
,,,17.48,19.44,1.62,1.4,41.45,66.95,6.44,36.99,360.26,0.3,68.96,,,,,,
,,,17.5,20.36,1.62,1.4,41.65,66.95,7.86,37,360.66,0.3,68.96,,,,,,
,,,17.52,19.85,1.62,1.4,41.85,66.95,6.83,37,361.07,0.3,68.96,,,,,,
,,,17.53,19.2,1.62,1.4,42.05,66.95,7.51,37.02,361.48,0.3,68.96,,,,,,
,,,17.55,17.7,1.62,1.4,42.24,66.95,7.16,37.01,361.88,0.3,68.96,,,,,,
,,,17.57,18.3,1.62,1.4,42.44,66.95,6.88,37,362.29,0.3,68.96,,,,,,
,,,17.58,17.6,1.62,1.4,42.64,66.95,6.51,37.01,362.7,0.3,68.96,,,,,,
,,,17.6,17.18,1.62,1.4,42.84,66.95,6.1,37.01,363.1,0.3,68.96,,,,,,
,,,17.62,17.96,1.62,1.4,43.04,66.95,6.83,37,363.51,0.31,68.96,,,,,,
,,,17.63,18.63,1.62,1.4,43.24,66.96,7,37,363.91,0.31,68.97,,,,,,
,,,17.65,17.43,1.62,1.4,43.43,66.96,6.46,37.01,364.32,0.31,68.97,,,,,,
,,,17.67,17.33,1.62,1.4,43.63,66.96,6.91,37,364.73,0.31,68.97,,,,,,
,,,17.68,17.52,1.62,1.4,43.83,66.96,7.31,37,365.13,0.31,68.97,,,,,,
,,,17.7,19.04,1.62,1.4,44.03,66.96,6.84,37,365.54,0.31,68.97,,,,,,
,,,17.72,18.67,1.63,1.41,44.23,66.96,6.65,37,365.95,0.31,68.97,,,,,,
,,,17.73,19.72,1.67,1.49,44.43,66.98,6.94,37,366.35,0.31,68.99,,,,,,
,,,17.75,19.49,1.67,1.5,44.62,67.06,7.27,37,366.76,0.31,69.07,,,,,,
,,,17.77,18.54,1.67,1.5,44.82,67.06,6.67,36.99,367.16,0.31,69.07,,,,,,
,,,17.78,19.71,1.67,1.5,45.02,67.06,7.56,37,367.57,0.31,69.07,,,,,,
,,,17.8,18.94,1.67,1.5,45.22,67.06,7.11,37.01,367.98,0.31,69.07,,,,,,
,,,17.82,18.61,1.67,1.5,45.42,67.06,6.52,37,368.38,0.32,69.07,,,,,,
,,,17.83,18.78,1.67,1.5,45.62,67.07,7.11,37.01,368.79,0.32,69.08,,,,,,
,,,17.85,19.58,1.67,1.5,45.81,67.07,7.23,37.01,369.2,0.32,69.08,,,,,,
,,,17.87,18.5,1.67,1.5,46.01,67.07,7.28,36.99,369.6,0.32,69.08,,,,,,
,,,17.88,18.39,1.67,1.5,46.21,67.07,6.85,37,370.01,0.32,69.08,,,,,,
,,,17.9,18.84,1.67,1.5,46.41,67.07,7.01,37.01,370.41,0.32,69.08,,,,,,
,,,17.92,19.64,1.67,1.5,46.61,67.07,7.18,37,370.82,0.32,69.08,,,,,,
,,,17.93,19.67,1.67,1.5,46.81,67.07,7.26,37,371.23,0.32,69.08,,,,,,
,,,17.95,18.81,1.67,1.5,47,67.07,7.13,36.99,371.63,0.32,69.08,,,,,,
,,,17.97,19.31,1.67,1.5,47.2,67.07,6.92,37,372.04,0.32,69.08,,,,,,
,,,17.98,19.21,1.67,1.5,47.4,67.07,7.37,37.01,372.45,0.32,69.08,,,,,,
,,,18,19.91,1.67,1.5,47.6,67.07,6.9,37,372.85,0.32,69.08,,,,,,
,,,18.02,18.53,1.67,1.5,47.8,67.07,7.73,37,373.26,0.32,69.08,,,,,,
,,,18.03,18.79,1.72,1.59,48,67.08,6.72,37,373.66,0.32,69.09,,,,,,
,,,18.05,19.03,1.72,1.6,48.19,67.17,6.76,37.01,374.07,0.32,69.19,,,,,,
,,,18.07,18.16,1.72,1.6,48.39,67.17,6.7,37,374.48,0.32,69.19,,,,,,
,,,18.08,19.51,1.72,1.6,48.59,67.17,6.77,37,374.88,0.33,69.19,,,,,,
,,,18.1,20.09,1.72,1.6,48.79,67.18,7.43,37,375.29,0.33,69.2,,,,,,
,,,18.12,19.99,1.72,1.6,48.99,67.18,6.84,37,375.7,0.33,69.2,,,,,,
,,,18.13,20.31,1.72,1.6,49.19,67.18,6.95,37,376.1,0.33,69.2,,,,,,
,,,18.15,19.08,1.72,1.6,49.38,67.18,7.02,37,376.51,0.33,69.2,,,,,,
,,,18.17,21.17,1.72,1.6,49.58,67.18,7.4,37,376.91,0.33,69.2,,,,,,
,,,18.18,19.16,1.72,1.6,49.78,67.18,6.68,37.01,377.32,0.33,69.2,,,,,,
,,,18.2,19.18,1.72,1.6,49.98,67.18,7.37,37.01,377.73,0.33,69.2,,,,,,
,,,18.22,20.11,1.72,1.6,50.18,67.18,7.12,37.01,378.13,0.33,69.2,,,,,,
,,,18.23,20.19,1.72,1.6,50.38,67.18,6.65,37,378.54,0.33,69.2,,,,,,
,,,18.25,19.38,1.72,1.6,50.57,67.18,7.35,37,378.95,0.33,69.2,,,,,,
,,,18.27,19.83,1.72,1.6,50.77,67.18,7.34,37,379.35,0.33,69.2,,,,,,
,,,18.28,19.33,1.72,1.6,50.97,67.18,6.78,37,379.76,0.33,69.2,,,,,,
,,,18.3,19.06,1.72,1.6,51.17,67.18,6.67,36.99,380.16,0.33,69.2,,,,,,
,,,18.32,19.63,1.72,1.6,51.37,67.18,7.33,36.99,380.57,0.33,69.2,,,,,,
,,,18.33,20.78,1.77,1.69,51.57,67.18,6.63,37.01,380.98,0.34,69.2,,,,,,
,,,18.35,19.7,1.77,1.7,51.76,67.27,6.72,37.01,381.38,0.34,69.29,,,,,,
,,,18.37,19.82,1.77,1.7,51.96,67.29,6.68,37,381.79,0.34,69.31,,,,,,
,,,18.38,19.11,1.77,1.7,52.16,67.29,7.61,37,382.2,0.34,69.31,,,,,,
,,,18.4,20.3,1.77,1.7,52.36,67.29,6.76,37.01,382.6,0.34,69.31,,,,,,
,,,18.42,19.32,1.77,1.7,52.56,67.29,6.75,37,383.01,0.34,69.31,,,,,,
,,,18.43,18.29,1.77,1.7,52.76,67.29,6.52,37,383.41,0.34,69.31,,,,,,
,,,18.45,19.36,1.77,1.7,52.95,67.29,7.27,37,383.82,0.34,69.31,,,,,,
,,,18.47,18.68,1.77,1.7,53.15,67.29,7.37,37.01,384.23,0.34,69.31,,,,,,
,,,18.48,19.06,1.77,1.7,53.35,67.29,7.41,37,384.63,0.34,69.31,,,,,,
,,,18.5,19.89,1.77,1.7,53.55,67.29,6.57,37,385.04,0.34,69.31,,,,,,
,,,18.52,18.17,1.77,1.7,53.75,67.29,7.28,37.01,385.45,0.34,69.31,,,,,,
,,,18.53,17.92,1.77,1.7,53.95,67.29,7.06,37.01,385.85,0.34,69.31,,,,,,
,,,18.55,17.32,1.77,1.7,54.14,67.29,6.55,37,386.26,0.34,69.31,,,,,,
,,,18.57,17.4,1.77,1.7,54.34,67.29,7.2,37,386.66,0.34,69.31,,,,,,
,,,18.58,17.03,1.77,1.7,54.54,67.29,7.48,37,387.07,0.34,69.31,,,,,,
,,,18.6,17.78,1.77,1.7,54.74,67.29,7.27,37,387.48,0.35,69.31,,,,,,
,,,18.62,17.39,1.78,1.71,54.94,67.3,7.01,37.01,387.88,0.35,69.32,,,,,,
,,,18.63,17.01,1.82,1.8,55.14,67.31,6.4,37.01,388.29,0.35,69.33,,,,,,
,,,18.65,18.45,1.82,1.8,55.33,67.4,6.9,37,388.7,0.35,69.42,,,,,,
,,,18.67,18.29,1.82,1.8,55.53,67.4,6.89,37,389.1,0.35,69.42,,,,,,
,,,18.68,17.9,1.82,1.8,55.73,67.4,7.14,37.01,389.51,0.35,69.42,,,,,,
,,,18.7,18.9,1.82,1.8,55.93,67.4,6.79,37,389.91,0.35,69.42,,,,,,
,,,18.72,17.59,1.82,1.8,56.13,67.4,7.17,37,390.32,0.35,69.42,,,,,,
,,,18.73,18.45,1.82,1.8,56.33,67.4,6.86,37.01,390.73,0.35,69.42,,,,,,
,,,18.75,18.27,1.82,1.8,56.52,67.4,6.64,36.99,391.13,0.35,69.42,,,,,,
,,,18.77,18.07,1.82,1.8,56.72,67.4,6.62,37,391.54,0.35,69.42,,,,,,
,,,18.78,17.26,1.82,1.8,56.92,67.4,6.98,37,391.95,0.35,69.42,,,,,,
,,,18.8,19.23,1.82,1.8,57.12,67.4,7.05,37,392.35,0.35,69.42,,,,,,
,,,18.82,18.21,1.82,1.8,57.32,67.4,7.21,37,392.76,0.35,69.42,,,,,,
,,,18.83,18.47,1.82,1.8,57.52,67.4,6.71,37,393.16,0.36,69.42,,,,,,
,,,18.85,18.05,1.82,1.8,57.71,67.41,7.26,37,393.57,0.36,69.43,,,,,,
,,,18.87,18.14,1.82,1.8,57.91,67.41,7.01,37,393.98,0.36,69.43,,,,,,
,,,18.88,18.37,1.82,1.8,58.11,67.41,7.03,37.01,394.38,0.36,69.43,,,,,,
,,,18.9,17.35,1.83,1.82,58.31,67.41,6.91,37.01,394.79,0.36,69.43,,,,,,
,,,18.92,18.95,1.87,1.9,58.51,67.43,6.59,37.01,395.2,0.36,69.45,,,,,,
,,,18.93,19.59,1.87,1.9,58.71,67.51,7.32,37.01,395.6,0.36,69.54,,,,,,
,,,18.95,18.03,1.87,1.9,58.9,67.51,7.19,37,396.01,0.37,69.54,,,,,,
,,,18.97,19.47,1.87,1.9,59.1,67.52,6.66,37.01,396.41,0.37,69.55,,,,,,
,,,18.98,19.92,1.87,1.9,59.3,67.52,7.75,37.01,396.82,0.37,69.55,,,,,,
,,,19,18.54,1.87,1.9,59.5,67.52,7.27,37,397.23,0.37,69.55,,,,,,
,,,19.02,19.06,1.87,1.9,59.7,67.52,7.17,36.99,397.63,0.37,69.55,,,,,,
,,,19.03,19.54,1.87,1.9,59.9,67.52,7.4,37.01,398.04,0.37,69.55,,,,,,
,,,19.05,19.76,1.87,1.9,60.09,67.52,7.23,37,398.45,0.37,69.55,,,,,,
,,,19.07,19.05,1.87,1.9,60.29,67.52,7.17,37.01,398.85,0.37,69.55,,,,,,
,,,19.08,18.27,1.87,1.9,60.49,67.52,7.46,37,399.26,0.37,69.55,,,,,,
,,,19.1,18.37,1.87,1.9,60.69,67.52,6.75,36.99,399.66,0.37,69.55,,,,,,
,,,19.12,17.64,1.87,1.9,60.89,67.52,7.03,37,400.07,0.37,69.55,,,,,,
,,,19.13,18.45,1.87,1.9,61.09,67.52,7.14,37,400.48,0.37,69.55,,,,,,
,,,19.15,18.05,1.87,1.9,61.28,67.52,6.86,37,400.88,0.37,69.55,,,,,,
,,,19.17,17.79,1.9,1.95,61.48,67.52,7.78,36.99,401.29,0.38,69.55,,,,,,
,,,19.18,18.28,1.92,2,61.68,67.58,6.65,37,401.7,0.38,69.61,,,,,,
,,,19.2,18.7,1.92,2,61.88,67.63,6.7,37.01,402.1,0.38,69.66,,,,,,
,,,19.22,18.08,1.92,2,62.08,67.63,7.36,37.01,402.51,0.38,69.66,,,,,,
,,,19.23,19.77,1.92,2,62.28,67.63,7.03,37.01,402.91,0.38,69.66,,,,,,
,,,19.25,18.16,1.92,2,62.47,67.63,7.26,37,403.32,0.38,69.66,,,,,,
,,,19.27,19.14,1.92,2,62.67,67.63,7.02,37,403.73,0.38,69.66,,,,,,
,,,19.28,19.61,1.92,2,62.87,67.63,7.01,37,404.13,0.38,69.66,,,,,,
,,,19.3,18.67,1.92,2,63.07,67.63,6.76,37,404.54,0.38,69.66,,,,,,
,,,19.32,18.21,1.92,2,63.27,67.63,7.34,37,404.95,0.38,69.66,,,,,,
,,,19.33,18.92,1.92,2,63.47,67.63,6.66,37.01,405.35,0.38,69.66,,,,,,
,,,19.35,18.52,1.92,2,63.66,67.63,6.77,37,405.76,0.39,69.66,,,,,,
,,,19.37,17.86,1.92,2,63.86,67.64,7.25,37,406.16,0.39,69.67,,,,,,
,,,19.38,18.27,1.92,2,64.06,67.64,7.09,37,406.57,0.39,69.67,,,,,,
,,,19.4,19.93,1.92,2,64.26,67.64,7.22,36.99,406.98,0.39,69.67,,,,,,
,,,19.42,17.82,1.92,2,64.46,67.64,6.61,37,407.38,0.39,69.67,,,,,,
,,,19.43,19.76,1.96,2.07,64.66,67.64,7.22,36.99,407.79,0.39,69.67,,,,,,
,,,19.45,18.2,1.97,2.1,64.85,67.71,6.19,36.99,408.2,0.39,69.74,,,,,,
,,,19.47,19.68,1.97,2.1,65.05,67.74,6.84,37,408.6,0.39,69.77,,,,,,
,,,19.48,19.57,1.97,2.1,65.25,67.74,6.72,37.01,409.01,0.39,69.77,,,,,,
,,,19.5,19.3,1.97,2.1,65.45,67.74,6.67,37,409.41,0.39,69.77,,,,,,
,,,19.52,19.64,1.97,2.1,65.65,67.74,6.56,36.99,409.82,0.39,69.77,,,,,,
,,,19.53,18.68,1.97,2.1,65.85,67.74,7.53,37.01,410.23,0.4,69.77,,,,,,
,,,19.55,18.39,1.97,2.1,66.04,67.75,7.32,37,410.63,0.4,69.78,,,,,,
,,,19.57,16.48,1.97,2.1,66.24,67.75,6.77,37.01,411.04,0.4,69.78,,,,,,
,,,19.58,17.38,1.97,2.1,66.44,67.75,6.94,37.01,411.45,0.4,69.78,,,,,,
,,,19.6,16.24,1.97,2.1,66.64,67.75,7.19,37.01,411.85,0.4,69.78,,,,,,
,,,19.62,16.54,1.97,2.1,66.84,67.75,7.56,37,412.26,0.4,69.78,,,,,,
,,,19.63,16.79,1.97,2.1,67.04,67.75,7.16,37,412.66,0.4,69.78,,,,,,
,,,19.65,18.93,1.97,2.1,67.23,67.75,7.12,37,413.07,0.4,69.78,,,,,,
,,,19.67,17.2,1.97,2.1,67.43,67.75,7.68,37,413.48,0.4,69.78,,,,,,
,,,19.68,17.32,1.97,2.1,67.63,67.75,6.62,37.01,413.88,0.4,69.78,,,,,,
,,,19.7,17.35,2,2.15,67.83,67.75,6.79,37.01,414.29,0.4,69.78,,,,,,
,,,19.72,18.51,2.02,2.2,68.03,67.8,6.59,37.02,414.7,0.4,69.83,,,,,,
,,,19.73,17.7,2.02,2.2,68.23,67.85,7.29,37.01,415.1,0.41,69.89,,,,,,
,,,19.75,19.43,2.02,2.2,68.42,67.86,6.53,37,415.51,0.41,69.9,,,,,,
,,,19.77,19.25,2.02,2.2,68.62,67.86,6.4,37,415.91,0.41,69.9,,,,,,
,,,19.78,19.19,2.02,2.2,68.82,67.86,7.59,36.99,416.32,0.41,69.9,,,,,,
,,,19.8,19.28,2.02,2.2,69.02,67.86,6.47,37.01,416.73,0.41,69.9,,,,,,
,,,19.82,18.89,2.02,2.2,69.22,67.86,7,37,417.13,0.41,69.9,,,,,,
,,,19.83,19.46,2.02,2.2,69.42,67.86,6.43,37,417.54,0.41,69.9,,,,,,
,,,19.85,19.56,2.02,2.2,69.61,67.86,6.76,37.01,417.95,0.41,69.9,,,,,,
,,,19.87,19.28,2.02,2.2,69.81,67.86,6.51,37,418.35,0.41,69.9,,,,,,
,,,19.88,18.04,2.02,2.2,70.01,67.86,6.61,37,418.76,0.41,69.9,,,,,,
,,,19.9,20.31,2.02,2.2,70.21,67.86,6.97,37.01,419.16,0.41,69.9,,,,,,
,,,19.92,17.82,2.02,2.2,70.41,67.86,7.13,37,419.57,0.42,69.9,,,,,,
,,,19.93,18.91,2.02,2.2,70.61,67.87,7.53,37.01,419.98,0.42,69.91,,,,,,
,,,19.95,17.81,2.04,2.23,70.8,67.87,7.15,37.03,420.38,0.42,69.91,,,,,,
,,,19.97,18.42,2.07,2.3,71,67.9,7.35,37.03,420.79,0.42,69.94,,,,,,
,,,19.98,17.82,2.07,2.3,71.2,67.97,7.39,37.01,421.2,0.42,70.01,,,,,,
,,,20,18.16,2.07,2.3,71.4,67.97,6.8,37.01,421.6,0.42,70.01,,,,,,
,,,20.02,18.11,2.07,2.3,71.7,67.97,7.16,37,422.01,0.42,70.01,,,,,,
,,,20.03,18.79,2.07,2.3,71.99,67.97,6.97,36.99,422.41,0.42,70.01,,,,,,
,,,20.05,18.43,2.07,2.3,72.29,67.97,6.95,37,422.82,0.42,70.01,,,,,,
,,,20.07,18.82,2.07,2.3,72.59,67.97,6.76,36.99,423.23,0.42,70.01,,,,,,
,,,20.08,18.14,2.07,2.3,72.89,67.97,6.99,36.99,423.63,0.42,70.01,,,,,,
,,,20.1,19.16,2.07,2.3,73.18,67.97,6.7,37,424.04,0.43,70.01,,,,,,
,,,20.12,19.16,2.07,2.3,73.48,67.98,6.38,37,424.45,0.43,70.02,,,,,,
,,,20.13,18.29,2.07,2.3,73.78,67.98,6.89,37,424.85,0.43,70.02,,,,,,
,,,20.15,18.93,2.07,2.3,74.08,67.98,6.07,37,425.26,0.43,70.02,,,,,,
,,,20.17,20.29,2.07,2.3,74.37,67.98,7.18,37,425.66,0.43,70.02,,,,,,
,,,20.18,19.37,2.07,2.3,74.67,67.98,7.35,37.02,426.07,0.43,70.02,,,,,,
,,,20.2,20.04,2.12,2.39,74.97,67.98,7.02,37.01,426.48,0.43,70.02,,,,,,
,,,20.22,19.11,2.12,2.4,75.26,68.07,7.41,37.02,426.88,0.43,70.11,,,,,,
,,,20.23,20,2.12,2.4,75.56,68.08,6.99,37.02,427.29,0.43,70.12,,,,,,
,,,20.25,19.67,2.12,2.4,75.86,68.08,7.37,37.01,427.7,0.43,70.12,,,,,,
,,,20.27,20.25,2.12,2.4,76.16,68.08,7.16,37.02,428.1,0.43,70.12,,,,,,
,,,20.28,19.66,2.12,2.4,76.45,68.08,7.18,37.01,428.51,0.44,70.12,,,,,,
,,,20.3,19.04,2.12,2.4,76.75,68.09,6.93,37,428.91,0.44,70.13,,,,,,
,,,20.32,19.91,2.12,2.4,77.05,68.09,7.34,37.01,429.32,0.44,70.13,,,,,,
,,,20.33,19.15,2.12,2.4,77.35,68.09,6.94,36.99,429.73,0.44,70.13,,,,,,
,,,20.35,19.92,2.12,2.4,77.64,68.09,6.7,36.97,430.13,0.44,70.13,,,,,,
,,,20.37,19.27,2.12,2.4,77.94,68.09,6.62,36.97,430.54,0.44,70.13,,,,,,
,,,20.38,19.94,2.12,2.4,78.24,68.09,6.98,36.98,430.95,0.44,70.13,,,,,,
,,,20.4,20.27,2.12,2.4,78.53,68.09,7.14,36.98,431.35,0.44,70.13,,,,,,
,,,20.42,20.53,2.12,2.4,78.83,68.09,7,36.98,431.76,0.44,70.13,,,,,,
,,,20.43,20.77,2.14,2.43,79.13,68.09,6.4,36.99,432.16,0.44,70.13,,,,,,
,,,20.45,20.28,2.17,2.5,79.43,68.12,6.18,36.99,432.57,0.44,70.16,,,,,,
,,,20.47,19.62,2.17,2.5,79.72,68.19,7.36,36.99,432.98,0.44,70.24,,,,,,
,,,20.48,20.37,2.17,2.5,80.02,68.19,6.7,36.98,433.38,0.44,70.24,,,,,,
,,,20.5,19.52,2.17,2.5,80.32,68.19,6.53,36.99,433.79,0.44,70.24,,,,,,
,,,20.52,19.02,2.17,2.5,80.62,68.19,6.88,37,434.2,0.44,70.24,,,,,,
,,,20.53,18.27,2.17,2.5,80.91,68.19,7.19,36.99,434.6,0.44,70.24,,,,,,
,,,20.55,18.18,2.17,2.5,81.21,68.19,7.17,36.99,435.01,0.44,70.24,,,,,,
,,,20.57,17.85,2.17,2.5,81.51,68.19,6.94,36.98,435.41,0.45,70.24,,,,,,
,,,20.58,19.58,2.17,2.5,81.81,68.2,7.46,36.99,435.82,0.45,70.25,,,,,,
,,,20.6,19.33,2.17,2.5,82.1,68.2,6.45,37,436.23,0.45,70.25,,,,,,
,,,20.62,19.31,2.17,2.5,82.4,68.2,6.91,36.99,436.63,0.45,70.25,,,,,,
,,,20.63,19.36,2.17,2.5,82.7,68.2,7.05,37,437.04,0.45,70.25,,,,,,
,,,20.65,19.22,2.17,2.5,82.99,68.2,6.65,36.99,437.45,0.45,70.25,,,,,,
,,,20.67,18.39,2.17,2.5,83.29,68.2,6.95,37,437.85,0.45,70.25,,,,,,
,,,20.68,19.32,2.19,2.53,83.59,68.2,6.46,37.01,438.26,0.45,70.25,,,,,,
,,,20.7,19.95,2.22,2.6,83.89,68.23,7.75,36.99,438.66,0.45,70.28,,,,,,
,,,20.72,19.73,2.22,2.6,84.18,68.3,6.94,37,439.07,0.45,70.35,,,,,,
,,,20.73,19.89,2.22,2.6,84.48,68.3,7.57,36.99,439.48,0.45,70.35,,,,,,
,,,20.75,18.76,2.22,2.6,84.78,68.3,6.62,36.97,439.88,0.45,70.35,,,,,,
,,,20.77,20.63,2.22,2.6,85.08,68.3,7.29,36.97,440.29,0.45,70.35,,,,,,
,,,20.78,19.36,2.22,2.6,85.37,68.3,6.85,36.97,440.7,0.45,70.35,,,,,,
,,,20.8,19.9,2.22,2.6,85.67,68.3,6.78,36.98,441.1,0.45,70.35,,,,,,
,,,20.82,21.66,2.22,2.6,85.97,68.3,6.53,36.98,441.51,0.45,70.35,,,,,,
,,,20.83,18.96,2.22,2.6,86.26,68.3,7.41,36.98,441.91,0.45,70.35,,,,,,
,,,20.85,20.43,2.22,2.6,86.56,68.3,6.53,36.98,442.32,0.45,70.35,,,,,,
,,,20.87,20.81,2.22,2.6,86.86,68.3,7.24,36.99,442.73,0.45,70.35,,,,,,
,,,20.88,19.3,2.22,2.6,87.16,68.3,7.25,36.99,443.13,0.45,70.35,,,,,,
,,,20.9,19.53,2.22,2.6,87.45,68.3,7.81,36.99,443.54,0.45,70.35,,,,,,
,,,20.92,21.52,2.23,2.62,87.75,68.3,6.96,37.01,443.95,0.45,70.35,,,,,,
,,,20.93,18.83,2.27,2.7,88.05,68.32,7.15,37,444.35,0.45,70.37,,,,,,
,,,20.95,20.39,2.27,2.7,88.35,68.4,6.86,37,444.76,0.46,70.45,,,,,,
,,,20.97,20.93,2.27,2.7,88.64,68.41,6.94,37,445.16,0.46,70.46,,,,,,
,,,20.98,21.27,2.27,2.7,88.94,68.41,6.18,36.99,445.57,0.46,70.46,,,,,,
,,,21,22.53,2.27,2.7,89.24,68.41,7.21,37,445.98,0.46,70.46,,,,,,
,,,21.02,19.44,2.27,2.7,89.53,68.41,6.89,37,446.38,0.46,70.46,,,,,,
,,,21.03,19.97,2.27,2.7,89.83,68.41,6.78,37.01,446.79,0.46,70.46,,,,,,
,,,21.05,20.28,2.27,2.7,90.13,68.41,7.33,37.02,447.2,0.46,70.46,,,,,,
,,,21.07,21.72,2.27,2.7,90.43,68.41,6.91,37.01,447.6,0.46,70.46,,,,,,
,,,21.08,20.45,2.27,2.7,90.72,68.41,7.52,37.01,448.01,0.46,70.46,,,,,,
,,,21.1,20.35,2.27,2.7,91.02,68.41,6.9,37.01,448.41,0.46,70.46,,,,,,
,,,21.12,20.97,2.27,2.7,91.32,68.41,7.25,37,448.82,0.46,70.46,,,,,,
,,,21.13,21.34,2.27,2.7,91.62,68.41,6.67,37,449.23,0.46,70.46,,,,,,
,,,21.15,19.84,2.3,2.76,91.91,68.41,6.94,37,449.63,0.46,70.46,,,,,,
,,,21.17,19.83,2.32,2.8,92.21,68.47,6.74,37,450.04,0.46,70.52,,,,,,
,,,21.18,20.33,2.32,2.8,92.51,68.51,7.11,36.99,450.45,0.46,70.57,,,,,,
,,,21.2,22.05,2.32,2.8,92.8,68.51,6.76,37.01,450.85,0.46,70.57,,,,,,
,,,21.22,21.08,2.32,2.8,93.1,68.51,7.58,36.99,451.26,0.46,70.57,,,,,,
,,,21.23,20.64,2.32,2.8,93.4,68.51,6.66,37,451.66,0.46,70.57,,,,,,
,,,21.25,19.76,2.32,2.8,93.7,68.51,7.26,36.99,452.07,0.46,70.57,,,,,,
,,,21.27,20.79,2.32,2.8,93.99,68.51,7.32,37,452.48,0.46,70.57,,,,,,
,,,21.28,19.01,2.32,2.8,94.29,68.51,7.05,36.99,452.88,0.46,70.57,,,,,,
,,,21.3,20.59,2.32,2.8,94.59,68.51,6.58,37,453.29,0.46,70.57,,,,,,
,,,21.32,22.04,2.32,2.8,94.89,68.51,6.45,37.01,453.7,0.46,70.57,,,,,,
,,,21.33,19.84,2.32,2.8,95.18,68.51,7.47,36.99,454.1,0.46,70.57,,,,,,
,,,21.35,20.58,2.32,2.8,95.48,68.51,7.12,37,454.51,0.46,70.57,,,,,,
,,,21.37,20.65,2.34,2.83,95.78,68.51,7.04,37.01,454.91,0.46,70.57,,,,,,
,,,21.38,20.49,2.37,2.9,96.08,68.54,7.2,37.01,455.32,0.46,70.6,,,,,,
,,,21.4,20.34,2.37,2.9,96.37,68.61,7.24,37,455.73,0.46,70.67,,,,,,
,,,21.42,20.24,2.37,2.9,96.67,68.61,7.19,37,456.13,0.46,70.67,,,,,,
,,,21.43,21.14,2.37,2.9,96.97,68.61,7.02,37.01,456.54,0.46,70.67,,,,,,
,,,21.45,21,2.37,2.9,97.26,68.61,7.33,37.01,456.95,0.46,70.67,,,,,,
,,,21.47,19.24,2.37,2.9,97.56,68.61,7.08,37.01,457.35,0.47,70.67,,,,,,
,,,21.48,19.34,2.37,2.9,97.86,68.62,6.91,37.01,457.76,0.47,70.68,,,,,,
,,,21.5,20.11,2.37,2.9,98.16,68.62,7.25,37.01,458.16,0.47,70.68,,,,,,
,,,21.52,19.01,2.37,2.9,98.45,68.62,6.86,37,458.57,0.47,70.68,,,,,,
,,,21.53,18.14,2.37,2.9,98.75,68.62,7.29,37,458.98,0.47,70.68,,,,,,
,,,21.55,18.34,2.37,2.9,99.05,68.62,7.27,37,459.38,0.47,70.68,,,,,,
,,,21.57,18.64,2.37,2.9,99.35,68.62,7.27,37,459.79,0.47,70.68,,,,,,
,,,21.58,18.55,2.37,2.9,99.64,68.62,7.22,37,460.2,0.47,70.68,,,,,,
,,,21.6,17.48,2.42,2.99,99.94,68.62,6.87,37,460.6,0.47,70.68,,,,,,
